name,trial,a,b,rating,rt_ms,ts,strategy
Humble Dolphin,20,0,8,6,2707,2026-09-08T18:26:05.658+00:00,shape
Humble Dolphin,21,6,4,3,3236,2026-09-08T18:26:09.121+00:00,shape
Humble Dolphin,22,9,5,5,2160,2026-09-08T18:26:11.500+00:00,shape
Humble Dolphin,23,8,9,6,1711,2026-09-08T18:26:13.433+00:00,shape
Humble Dolphin,24,4,7,3,5755,2026-09-08T18:26:19.412+00:00,shape
Humble Dolphin,25,4,2,2,1403,2026-09-08T18:26:21.037+00:00,shape
Humble Dolphin,26,0,6,6,2647,2026-09-08T18:26:23.909+00:00,shape
Humble Dolphin,27,3,7,3,1339,2026-09-08T18:26:25.473+00:00,shape
Humble Dolphin,28,5,0,2,3086,2026-09-08T18:26:28.778+00:00,shape
Humble Dolphin,29,5,8,3,2611,2026-09-08T18:26:31.612+00:00,shape
Humble Dolphin,30,2,3,3,3144,2026-09-08T18:26:34.979+00:00,shape
Humble Dolphin,31,7,9,2,3786,2026-09-08T18:26:38.993+00:00,shape
Humble Dolphin,32,5,7,2,2326,2026-09-08T18:26:41.538+00:00,shape
Humble Dolphin,33,0,1,1,1668,2026-09-08T18:26:43.428+00:00,shape
Humble Dolphin,34,1,8,1,3041,2026-09-08T18:26:46.693+00:00,shape
Humble Dolphin,35,9,7,1,2101,2026-09-08T18:26:49.071+00:00,shape
Humble Dolphin,36,3,8,4,2690,2026-09-08T18:26:51.929+00:00,shape
Humble Dolphin,37,4,1,4,3298,2026-09-08T18:26:55.449+00:00,shape
Humble Dolphin,38,5,2,3,10428,2026-09-08T18:27:06.099+00:00,shape
Humble Dolphin,39,0,2,4,2634,2026-09-08T18:27:09.013+00:00,shape
Humble Dolphin,40,5,9,3,2904,2026-09-08T18:27:12.347+00:00,shape
Humble Dolphin,41,3,0,5,2093,2026-09-08T18:27:14.448+00:00,shape
Humble Dolphin,42,1,0,1,1944,2026-09-08T18:27:16.566+00:00,shape
Humble Dolphin,43,6,1,1,2214,2026-09-08T18:27:19.006+00:00,shape
Humble Dolphin,44,0,3,5,1718,2026-09-08T18:27:20.945+00:00,shape
Humble Dolphin,45,8,5,4,2144,2026-09-08T18:27:23.312+00:00,shape
Humble Dolphin,46,2,7,1,1861,2026-09-08T18:27:25.397+00:00,shape
Humble Dolphin,47,8,1,1,1126,2026-09-08T18:27:26.748+00:00,shape
Humble Dolphin,48,9,6,6,1731,2026-09-08T18:27:28.700+00:00,shape
Humble Dolphin,49,8,2,4,3524,2026-09-08T18:27:32.447+00:00,shape
Humble Dolphin,50,7,8,1,1748,2026-09-08T18:27:34.415+00:00,shape
Humble Dolphin,51,3,9,6,2003,2026-09-08T18:27:36.641+00:00,shape
Humble Dolphin,52,1,2,1,1891,2026-09-08T18:27:38.753+00:00,shape
Humble Dolphin,53,8,0,6,1276,2026-09-08T18:27:40.254+00:00,shape
Humble Dolphin,54,1,9,1,1335,2026-09-08T18:27:41.811+00:00,shape
Humble Dolphin,55,4,9,1,1702,2026-09-08T18:27:43.737+00:00,shape
Humble Dolphin,56,9,3,6,1893,2026-09-08T18:27:45.854+00:00,shape
Humble Dolphin,57,4,6,1,2794,2026-09-08T18:27:48.872+00:00,shape
Humble Dolphin,58,3,6,5,2119,2026-09-08T18:27:51.215+00:00,shape
Humble Dolphin,59,7,3,2,1525,2026-09-08T18:27:52.961+00:00,shape
Humble Dolphin,60,0,5,3,2353,2026-09-08T18:27:55.538+00:00,shape
Humble Dolphin,61,1,6,1,2526,2026-09-08T18:27:58.296+00:00,shape
Humble Dolphin,62,9,2,4,3262,2026-09-08T18:28:01.770+00:00,shape
Humble Dolphin,63,9,1,2,2210,2026-09-08T18:28:04.204+00:00,shape
Humble Dolphin,64,6,9,7,1823,2026-09-08T18:28:06.246+00:00,shape
Humble Dolphin,65,5,6,4,1833,2026-09-08T18:28:08.303+00:00,shape
Humble Dolphin,66,6,2,3,1912,2026-09-08T18:28:10.438+00:00,shape
Humble Dolphin,67,4,5,2,1662,2026-09-08T18:28:12.321+00:00,shape
Humble Dolphin,68,5,1,1,1472,2026-09-08T18:28:14.042+00:00,shape
Humble Dolphin,69,4,3,1,1435,2026-09-08T18:28:15.674+00:00,shape
Humble Dolphin,70,0,4,1,1037,2026-09-08T18:28:16.935+00:00,shape
Humble Dolphin,71,3,4,1,1242,2026-09-08T18:28:18.399+00:00,shape
Humble Dolphin,72,6,5,3,1798,2026-09-08T18:28:20.420+00:00,shape
Humble Dolphin,73,8,3,6,2168,2026-09-08T18:28:22.811+00:00,shape
Humble Dolphin,74,7,2,1,1361,2026-09-08T18:28:24.395+00:00,shape
Humble Dolphin,75,8,7,1,2453,2026-09-08T18:28:27.137+00:00,shape
Humble Dolphin,76,2,6,3,1869,2026-09-08T18:28:29.234+00:00,shape
Humble Dolphin,77,7,5,5,2648,2026-09-08T18:28:32.036+00:00,shape
Humble Dolphin,78,9,4,1,2018,2026-09-08T18:28:34.274+00:00,shape
Humble Dolphin,79,0,9,5,1894,2026-09-08T18:28:36.390+00:00,shape
Humble Dolphin,80,6,0,4,2228,2026-09-08T18:28:38.839+00:00,shape
Humble Dolphin,81,7,1,2,2995,2026-09-08T18:28:42.055+00:00,shape
Humble Dolphin,82,7,6,1,1621,2026-09-08T18:28:43.922+00:00,shape
Humble Dolphin,83,1,3,1,1143,2026-09-08T18:28:45.272+00:00,shape
Humble Dolphin,84,4,8,1,1059,2026-09-08T18:28:46.552+00:00,shape
Humble Dolphin,85,7,0,1,1511,2026-09-08T18:28:48.282+00:00,shape
Humble Dolphin,86,2,5,2,2261,2026-09-08T18:28:50.768+00:00,shape
Humble Dolphin,87,4,0,1,1178,2026-09-08T18:28:52.164+00:00,shape
Humble Dolphin,88,5,3,1,1785,2026-09-08T18:28:54.173+00:00,shape
Humble Dolphin,89,2,9,3,2945,2026-09-08T18:28:57.342+00:00,shape
Humble Dolphin,90,6,3,6,1536,2026-09-08T18:28:59.138+00:00,shape
Jazzy Urchin,1,1,2,5,1900,2026-09-08T18:25:13.820+00:00,arithmetic
Jazzy Urchin,2,3,2,6,2726,2026-09-08T18:25:16.771+00:00,arithmetic
Jazzy Urchin,3,8,2,3,1929,2026-09-08T18:25:18.922+00:00,arithmetic
Jazzy Urchin,4,0,7,2,1544,2026-09-08T18:25:20.686+00:00,arithmetic
Jazzy Urchin,5,7,2,2,4510,2026-09-08T18:25:25.421+00:00,arithmetic
Jazzy Urchin,6,2,8,4,3076,2026-09-08T18:25:28.719+00:00,arithmetic
Jazzy Urchin,7,2,9,2,1494,2026-09-08T18:25:30.439+00:00,arithmetic
Jazzy Urchin,8,2,6,4,2578,2026-09-08T18:25:33.236+00:00,arithmetic
Jazzy Urchin,9,0,5,3,2961,2026-09-08T18:25:36.420+00:00,arithmetic
Jazzy Urchin,10,1,9,3,1028,2026-09-08T18:25:37.732+00:00,arithmetic
Jazzy Urchin,11,6,2,5,2209,2026-09-08T18:25:40.103+00:00,arithmetic
Jazzy Urchin,12,5,6,5,3828,2026-09-08T18:25:44.158+00:00,arithmetic
Jazzy Urchin,13,5,8,1,3394,2026-09-08T18:25:47.770+00:00,arithmetic
Jazzy Urchin,14,3,4,5,3477,2026-09-08T18:25:51.472+00:00,arithmetic
Jazzy Urchin,15,8,5,1,2377,2026-09-08T18:25:54.071+00:00,arithmetic
Jazzy Urchin,16,0,2,4,1628,2026-09-08T18:25:55.920+00:00,arithmetic
Jazzy Urchin,17,1,5,2,2678,2026-09-08T18:25:58.824+00:00,arithmetic
Jazzy Urchin,18,7,3,1,5309,2026-09-08T18:26:04.353+00:00,arithmetic
Jazzy Urchin,19,1,3,4,4077,2026-09-08T18:26:08.666+00:00,arithmetic
Jazzy Urchin,20,8,9,5,1927,2026-09-08T18:26:10.803+00:00,arithmetic
Jazzy Urchin,21,5,3,2,5093,2026-09-08T18:26:16.121+00:00,arithmetic
Jazzy Urchin,22,6,5,6,2195,2026-09-08T18:26:18.534+00:00,arithmetic
Jazzy Urchin,23,6,1,2,1811,2026-09-08T18:26:20.569+00:00,arithmetic
Jazzy Urchin,24,8,1,2,2227,2026-09-08T18:26:23.019+00:00,arithmetic
Jazzy Urchin,25,6,8,5,3994,2026-09-08T18:26:27.235+00:00,arithmetic
Jazzy Urchin,26,9,7,5,1810,2026-09-08T18:26:29.270+00:00,arithmetic
Jazzy Urchin,27,8,7,6,1878,2026-09-08T18:26:31.371+00:00,arithmetic
Jazzy Urchin,28,4,9,2,1294,2026-09-08T18:26:32.885+00:00,arithmetic
Jazzy Urchin,29,0,4,2,2360,2026-09-08T18:26:35.471+00:00,arithmetic
Jazzy Urchin,30,4,8,6,2411,2026-09-08T18:26:38.102+00:00,arithmetic
Jazzy Urchin,31,4,7,3,1460,2026-09-08T18:26:39.785+00:00,arithmetic
Jazzy Urchin,32,6,9,5,1877,2026-09-08T18:26:41.885+00:00,arithmetic
Jazzy Urchin,33,6,4,5,1677,2026-09-08T18:26:43.800+00:00,arithmetic
Jazzy Urchin,34,5,4,6,1411,2026-09-08T18:26:45.430+00:00,arithmetic
Jazzy Urchin,35,3,5,5,2228,2026-09-08T18:26:47.870+00:00,arithmetic
Jazzy Urchin,36,5,9,5,2727,2026-09-08T18:26:50.822+00:00,arithmetic
Jazzy Urchin,37,7,1,2,11293,2026-09-08T18:27:02.337+00:00,arithmetic
Jazzy Urchin,38,5,0,2,1544,2026-09-08T18:27:04.103+00:00,arithmetic
Jazzy Urchin,39,0,1,5,1345,2026-09-08T18:27:05.672+00:00,arithmetic
Jazzy Urchin,40,0,6,4,1609,2026-09-08T18:27:07.502+00:00,arithmetic
Jazzy Urchin,41,5,1,2,1294,2026-09-08T18:27:09.018+00:00,arithmetic
Jazzy Urchin,42,0,3,2,1477,2026-09-08T18:27:10.720+00:00,arithmetic
Jazzy Urchin,43,8,3,2,910,2026-09-08T18:27:11.852+00:00,arithmetic
Jazzy Urchin,44,6,7,6,1243,2026-09-08T18:27:13.318+00:00,arithmetic
Jazzy Urchin,45,9,0,3,2094,2026-09-08T18:27:15.638+00:00,arithmetic
Jazzy Urchin,46,2,5,2,1193,2026-09-08T18:27:17.055+00:00,arithmetic
Jazzy Urchin,47,4,0,4,1694,2026-09-08T18:27:18.969+00:00,arithmetic
Jazzy Urchin,48,2,1,5,1561,2026-09-08T18:27:20.755+00:00,arithmetic
Jazzy Urchin,49,3,1,3,1860,2026-09-08T18:27:22.835+00:00,arithmetic
Jazzy Urchin,50,2,0,4,1827,2026-09-08T18:27:24.888+00:00,arithmetic
Jazzy Urchin,51,0,9,2,1044,2026-09-08T18:27:26.152+00:00,arithmetic
Jazzy Urchin,52,9,1,5,2061,2026-09-08T18:27:28.435+00:00,arithmetic
Jazzy Urchin,53,9,6,5,1727,2026-09-08T18:27:30.385+00:00,arithmetic
Jazzy Urchin,54,2,3,6,1211,2026-09-08T18:27:31.818+00:00,arithmetic
Jazzy Urchin,55,7,4,2,977,2026-09-08T18:27:33.098+00:00,arithmetic
Jazzy Urchin,56,4,2,2,1311,2026-09-08T18:27:34.553+00:00,arithmetic
Jazzy Urchin,57,7,6,6,1327,2026-09-08T18:27:36.101+00:00,arithmetic
Jazzy Urchin,58,9,2,2,878,2026-09-08T18:27:37.206+00:00,arithmetic
Jazzy Urchin,59,2,7,2,1627,2026-09-08T18:27:39.063+00:00,arithmetic
Jazzy Urchin,60,3,9,6,1461,2026-09-08T18:27:40.735+00:00,arithmetic
Jazzy Urchin,61,5,7,2,2477,2026-09-08T18:27:43.435+00:00,arithmetic
Jazzy Urchin,62,8,6,5,1844,2026-09-08T18:27:45.504+00:00,arithmetic
Jazzy Urchin,63,3,0,4,1660,2026-09-08T18:27:47.384+00:00,arithmetic
Jazzy Urchin,64,7,0,2,1178,2026-09-08T18:27:48.827+00:00,arithmetic
Jazzy Urchin,65,1,7,2,1094,2026-09-08T18:27:50.102+00:00,arithmetic
Jazzy Urchin,66,6,0,5,2893,2026-09-08T18:27:53.218+00:00,arithmetic
Jazzy Urchin,67,3,8,1,1828,2026-09-08T18:27:55.269+00:00,arithmetic
Jazzy Urchin,68,7,9,3,1610,2026-09-08T18:27:57.101+00:00,arithmetic
Jazzy Urchin,69,7,5,5,1662,2026-09-08T18:27:58.985+00:00,arithmetic
Jazzy Urchin,70,4,6,5,3011,2026-09-08T18:28:02.219+00:00,arithmetic
Jazzy Urchin,71,8,4,6,1343,2026-09-08T18:28:03.786+00:00,arithmetic
Jazzy Urchin,72,9,5,3,9343,2026-09-08T18:28:13.351+00:00,arithmetic
Jazzy Urchin,73,4,1,4,1627,2026-09-08T18:28:15.200+00:00,arithmetic
Jazzy Urchin,74,4,3,6,1445,2026-09-08T18:28:16.875+00:00,arithmetic
Jazzy Urchin,75,2,4,6,2060,2026-09-08T18:28:19.151+00:00,arithmetic
Jazzy Urchin,76,7,8,6,1027,2026-09-08T18:28:20.402+00:00,arithmetic
Jazzy Urchin,77,4,5,6,694,2026-09-08T18:28:21.350+00:00,arithmetic
Jazzy Urchin,78,5,2,2,1027,2026-09-08T18:28:22.567+00:00,arithmetic
Jazzy Urchin,79,9,8,5,1395,2026-09-08T18:28:24.186+00:00,arithmetic
Jazzy Urchin,80,0,8,3,1426,2026-09-08T18:28:25.834+00:00,arithmetic
Jazzy Urchin,81,9,3,6,2477,2026-09-08T18:28:28.535+00:00,arithmetic
Jazzy Urchin,82,3,7,2,1560,2026-09-08T18:28:30.318+00:00,arithmetic
Jazzy Urchin,83,8,0,4,4560,2026-09-08T18:28:35.103+00:00,arithmetic
Jazzy Urchin,84,3,6,5,1744,2026-09-08T18:28:37.077+00:00,arithmetic
Jazzy Urchin,85,1,6,3,1544,2026-09-08T18:28:38.836+00:00,arithmetic
Jazzy Urchin,86,1,0,5,1677,2026-09-08T18:28:40.744+00:00,arithmetic
Jazzy Urchin,87,6,3,5,1543,2026-09-08T18:28:42.501+00:00,arithmetic
Jazzy Urchin,88,1,8,2,1845,2026-09-08T18:28:44.568+00:00,arithmetic
Jazzy Urchin,89,1,4,2,2493,2026-09-08T18:28:47.285+00:00,arithmetic
Jazzy Urchin,90,9,4,1,1577,2026-09-08T18:28:49.135+00:00,arithmetic
Quiet Panda,1,3,5,2,1833,2026-09-08T18:25:20.713+00:00,arithmetic
Quiet Panda,2,5,8,1,1528,2026-09-08T18:25:22.529+00:00,arithmetic
Quiet Panda,3,3,9,5,1686,2026-09-08T18:25:24.369+00:00,arithmetic
Quiet Panda,4,5,9,3,2128,2026-09-08T18:25:26.722+00:00,arithmetic
Quiet Panda,5,1,5,2,1744,2026-09-08T18:25:28.688+00:00,arithmetic
Quiet Panda,6,7,5,3,1761,2026-09-08T18:25:30.671+00:00,arithmetic
Quiet Panda,7,3,1,3,1203,2026-09-08T18:25:32.096+00:00,arithmetic
Quiet Panda,8,8,2,6,1336,2026-09-08T18:25:33.651+00:00,arithmetic
Quiet Panda,9,4,8,5,1037,2026-09-08T18:25:34.909+00:00,arithmetic
Quiet Panda,10,7,8,1,1395,2026-09-08T18:25:36.526+00:00,arithmetic
Quiet Panda,11,5,1,2,1203,2026-09-08T18:25:37.950+00:00,arithmetic
Quiet Panda,12,2,1,5,2421,2026-09-08T18:25:40.592+00:00,arithmetic
Quiet Panda,13,9,6,6,1916,2026-09-08T18:25:42.732+00:00,arithmetic
Quiet Panda,14,9,1,2,1282,2026-09-08T18:25:44.236+00:00,arithmetic
Quiet Panda,15,1,6,2,1865,2026-09-08T18:25:46.322+00:00,arithmetic
Quiet Panda,16,4,1,3,1132,2026-09-08T18:25:47.690+00:00,arithmetic
Quiet Panda,17,2,6,2,1303,2026-09-08T18:25:49.269+00:00,arithmetic
Quiet Panda,18,0,9,1,2545,2026-09-08T18:25:51.968+00:00,arithmetic
Quiet Panda,19,0,5,1,912,2026-09-08T18:25:53.102+00:00,arithmetic
Quiet Panda,20,0,8,1,723,2026-09-08T18:25:54.048+00:00,arithmetic
Quiet Panda,21,9,8,2,2878,2026-09-08T18:25:57.147+00:00,arithmetic
Quiet Panda,22,7,0,1,1061,2026-09-08T18:25:58.430+00:00,arithmetic
Quiet Panda,23,7,1,4,1629,2026-09-08T18:26:00.283+00:00,arithmetic
Quiet Panda,24,1,9,4,1169,2026-09-08T18:26:01.676+00:00,arithmetic
Quiet Panda,25,2,3,2,2236,2026-09-08T18:26:04.132+00:00,arithmetic
Quiet Panda,26,0,1,1,1370,2026-09-08T18:26:05.722+00:00,arithmetic
Quiet Panda,27,4,0,1,1100,2026-09-08T18:26:07.094+00:00,arithmetic
Quiet Panda,28,2,4,6,1810,2026-09-08T18:26:09.077+00:00,arithmetic
Quiet Panda,29,6,5,2,1179,2026-09-08T18:26:10.475+00:00,arithmetic
Quiet Panda,30,9,5,2,2707,2026-09-08T18:26:13.408+00:00,arithmetic
Quiet Panda,31,4,7,1,1466,2026-09-08T18:26:15.097+00:00,arithmetic
Quiet Panda,32,9,0,1,903,2026-09-08T18:26:16.217+00:00,arithmetic
Quiet Panda,33,0,3,1,716,2026-09-08T18:26:17.158+00:00,arithmetic
Quiet Panda,34,1,8,2,1312,2026-09-08T18:26:18.689+00:00,arithmetic
Quiet Panda,35,3,7,1,1345,2026-09-08T18:26:20.254+00:00,arithmetic
Quiet Panda,36,1,2,5,1374,2026-09-08T18:26:21.852+00:00,arithmetic
Quiet Panda,37,3,4,1,1219,2026-09-08T18:26:23.347+00:00,arithmetic
Quiet Panda,38,6,9,6,1278,2026-09-08T18:26:24.791+00:00,arithmetic
Quiet Panda,39,0,6,1,1104,2026-09-08T18:26:26.118+00:00,arithmetic
Quiet Panda,40,2,0,1,894,2026-09-08T18:26:27.236+00:00,arithmetic
Quiet Panda,41,2,9,1,1399,2026-09-08T18:26:28.856+00:00,arithmetic
Quiet Panda,42,9,4,3,1487,2026-09-08T18:26:30.565+00:00,arithmetic
Quiet Panda,43,6,0,1,981,2026-09-08T18:26:31.767+00:00,arithmetic
Quiet Panda,44,5,4,2,999,2026-09-08T18:26:32.988+00:00,arithmetic
Quiet Panda,45,5,3,2,1241,2026-09-08T18:26:34.454+00:00,arithmetic
Quiet Panda,46,7,3,2,1086,2026-09-08T18:26:35.763+00:00,arithmetic
Quiet Panda,47,8,9,5,1861,2026-09-08T18:26:37.841+00:00,arithmetic
Quiet Panda,48,9,3,7,1662,2026-09-08T18:26:39.724+00:00,arithmetic
Quiet Panda,49,8,7,2,879,2026-09-08T18:26:40.827+00:00,arithmetic
Quiet Panda,50,5,7,2,878,2026-09-08T18:26:41.926+00:00,arithmetic
Quiet Panda,51,6,4,6,1345,2026-09-08T18:26:43.498+00:00,arithmetic
Quiet Panda,52,0,7,1,1920,2026-09-08T18:26:45.634+00:00,arithmetic
Quiet Panda,53,1,4,1,1028,2026-09-08T18:26:46.945+00:00,arithmetic
Quiet Panda,54,8,1,1,1312,2026-09-08T18:26:48.421+00:00,arithmetic
Quiet Panda,55,1,0,1,1503,2026-09-08T18:26:50.146+00:00,arithmetic
Quiet Panda,56,3,6,6,1385,2026-09-08T18:26:51.751+00:00,arithmetic
Quiet Panda,57,1,7,2,904,2026-09-08T18:26:52.880+00:00,arithmetic
Quiet Panda,58,2,7,2,1129,2026-09-08T18:26:54.287+00:00,arithmetic
Quiet Panda,59,4,5,2,786,2026-09-08T18:26:55.232+00:00,arithmetic
Quiet Panda,60,6,1,1,1254,2026-09-08T18:26:56.712+00:00,arithmetic
Quiet Panda,61,6,2,5,1610,2026-09-08T18:26:58.543+00:00,arithmetic
Quiet Panda,62,3,8,2,995,2026-09-08T18:26:59.759+00:00,arithmetic
Quiet Panda,63,7,6,2,1212,2026-09-08T18:27:01.193+00:00,arithmetic
Quiet Panda,64,7,4,1,1178,2026-09-08T18:27:02.681+00:00,arithmetic
Quiet Panda,65,5,0,1,1028,2026-09-08T18:27:03.844+00:00,arithmetic
Quiet Panda,66,6,7,2,6394,2026-09-08T18:27:10.460+00:00,arithmetic
Quiet Panda,67,6,8,6,1539,2026-09-08T18:27:12.222+00:00,arithmetic
Quiet Panda,68,4,2,7,1419,2026-09-08T18:27:13.863+00:00,arithmetic
Quiet Panda,69,1,3,1,987,2026-09-08T18:27:15.073+00:00,arithmetic
Quiet Panda,70,2,5,2,1415,2026-09-08T18:27:16.711+00:00,arithmetic
Quiet Panda,71,5,6,1,935,2026-09-08T18:27:17.883+00:00,arithmetic
Quiet Panda,72,3,0,1,919,2026-09-08T18:27:19.008+00:00,arithmetic
Quiet Panda,73,4,9,2,1545,2026-09-08T18:27:20.779+00:00,arithmetic
Quiet Panda,74,8,3,1,1211,2026-09-08T18:27:22.213+00:00,arithmetic
Quiet Panda,75,8,4,6,1336,2026-09-08T18:27:23.770+00:00,arithmetic
Quiet Panda,76,8,6,5,1368,2026-09-08T18:27:25.368+00:00,arithmetic
Quiet Panda,77,9,7,2,1453,2026-09-08T18:27:27.034+00:00,arithmetic
Quiet Panda,78,4,6,5,1178,2026-09-08T18:27:28.433+00:00,arithmetic
Quiet Panda,79,6,3,6,1495,2026-09-08T18:27:30.150+00:00,arithmetic
Quiet Panda,80,7,2,2,1128,2026-09-08T18:27:31.520+00:00,arithmetic
Quiet Panda,81,5,2,1,1011,2026-09-08T18:27:32.733+00:00,arithmetic
Quiet Panda,82,9,2,2,1537,2026-09-08T18:27:34.492+00:00,arithmetic
Quiet Panda,83,8,5,1,1145,2026-09-08T18:27:35.865+00:00,arithmetic
Quiet Panda,84,3,2,2,1436,2026-09-08T18:27:37.520+00:00,arithmetic
Quiet Panda,85,2,8,5,1770,2026-09-08T18:27:39.508+00:00,arithmetic
Quiet Panda,86,0,4,1,995,2026-09-08T18:27:40.728+00:00,arithmetic
Quiet Panda,87,7,9,1,1411,2026-09-08T18:27:42.359+00:00,arithmetic
Quiet Panda,88,4,3,2,1270,2026-09-08T18:27:43.854+00:00,arithmetic
Quiet Panda,89,0,2,5,1657,2026-09-08T18:27:45.732+00:00,arithmetic
Quiet Panda,90,8,0,1,1137,2026-09-08T18:27:47.090+00:00,arithmetic
Regal Gecko,1,9,2,2,1937,2026-09-08T18:25:19.552+00:00,shape
Regal Gecko,2,6,0,5,1242,2026-09-08T18:25:21.023+00:00,shape
Regal Gecko,3,5,0,1,2476,2026-09-08T18:25:23.738+00:00,shape
Regal Gecko,4,0,6,3,1612,2026-09-08T18:25:25.571+00:00,shape
Regal Gecko,5,2,0,2,1327,2026-09-08T18:25:27.136+00:00,shape
Regal Gecko,6,7,6,1,1742,2026-09-08T18:25:29.098+00:00,shape
Regal Gecko,7,5,8,3,1331,2026-09-08T18:25:30.665+00:00,shape
Regal Gecko,8,3,4,2,1214,2026-09-08T18:25:32.126+00:00,shape
Regal Gecko,9,0,9,5,1796,2026-09-08T18:25:34.153+00:00,shape
Regal Gecko,10,5,1,1,1781,2026-09-08T18:25:36.172+00:00,shape
Regal Gecko,11,9,1,1,1885,2026-09-08T18:25:38.293+00:00,shape
Regal Gecko,12,2,3,2,1602,2026-09-08T18:25:40.127+00:00,shape
Regal Gecko,13,8,6,4,1347,2026-09-08T18:25:41.696+00:00,shape
Regal Gecko,14,4,1,2,1271,2026-09-08T18:25:43.204+00:00,shape
Regal Gecko,15,1,0,1,1542,2026-09-08T18:25:44.964+00:00,shape
Regal Gecko,16,3,2,2,1467,2026-09-08T18:25:46.652+00:00,shape
Regal Gecko,17,1,5,1,1547,2026-09-08T18:25:48.443+00:00,shape
Regal Gecko,18,7,4,1,1816,2026-09-08T18:25:50.486+00:00,shape
Regal Gecko,19,4,2,1,1304,2026-09-08T18:25:52.020+00:00,shape
Regal Gecko,20,7,5,1,1183,2026-09-08T18:25:53.429+00:00,shape
Regal Gecko,21,2,7,2,1483,2026-09-08T18:25:55.135+00:00,shape
Regal Gecko,22,8,5,1,1350,2026-09-08T18:25:56.734+00:00,shape
Regal Gecko,23,3,8,6,1815,2026-09-08T18:25:58.783+00:00,shape
Regal Gecko,24,5,9,3,1896,2026-09-08T18:26:00.904+00:00,shape
Regal Gecko,25,6,5,4,1901,2026-09-08T18:26:03.041+00:00,shape
Regal Gecko,26,5,4,2,1679,2026-09-08T18:26:04.953+00:00,shape
Regal Gecko,27,4,3,1,1957,2026-09-08T18:26:07.148+00:00,shape
Regal Gecko,28,1,8,1,1313,2026-09-08T18:26:08.692+00:00,shape
Regal Gecko,29,4,7,2,1860,2026-09-08T18:26:10.780+00:00,shape
Regal Gecko,30,7,1,4,1725,2026-09-08T18:26:12.739+00:00,shape
Regal Gecko,31,8,3,6,1428,2026-09-08T18:26:14.405+00:00,shape
Regal Gecko,32,5,6,4,1687,2026-09-08T18:26:16.321+00:00,shape
Regal Gecko,33,8,0,6,1542,2026-09-08T18:26:18.110+00:00,shape
Regal Gecko,34,9,0,6,1048,2026-09-08T18:26:19.389+00:00,shape
Regal Gecko,35,7,9,3,1364,2026-09-08T18:26:20.990+00:00,shape
Regal Gecko,36,3,1,2,1982,2026-09-08T18:26:23.196+00:00,shape
Regal Gecko,37,7,0,1,1500,2026-09-08T18:26:24.938+00:00,shape
Regal Gecko,38,5,7,1,2332,2026-09-08T18:26:27.509+00:00,shape
Regal Gecko,39,0,2,3,2336,2026-09-08T18:26:30.073+00:00,shape
Regal Gecko,40,0,5,2,1631,2026-09-08T18:26:31.922+00:00,shape
Regal Gecko,41,7,8,1,1697,2026-09-08T18:26:33.862+00:00,shape
Regal Gecko,42,3,5,3,1716,2026-09-08T18:26:35.804+00:00,shape
Regal Gecko,43,1,3,1,1316,2026-09-08T18:26:37.339+00:00,shape
Regal Gecko,44,9,3,3,1954,2026-09-08T18:26:39.522+00:00,shape
Regal Gecko,45,2,1,1,1340,2026-09-08T18:26:41.096+00:00,shape
Regal Gecko,46,9,4,2,1570,2026-09-08T18:26:42.895+00:00,shape
Regal Gecko,47,4,6,2,1824,2026-09-08T18:26:44.956+00:00,shape
Regal Gecko,48,1,7,2,213,2026-09-08T18:26:45.396+00:00,shape
Regal Gecko,49,2,8,3,2046,2026-09-08T18:26:47.683+00:00,shape
Regal Gecko,50,2,6,3,1414,2026-09-08T18:26:49.315+00:00,shape
Regal Gecko,51,3,7,2,1016,2026-09-08T18:26:50.600+00:00,shape
Regal Gecko,52,9,8,6,1339,2026-09-08T18:26:52.157+00:00,shape
Regal Gecko,53,3,9,6,1913,2026-09-08T18:26:54.277+00:00,shape
Regal Gecko,54,5,3,5,2510,2026-09-08T18:26:57.033+00:00,shape
Regal Gecko,55,3,6,5,1457,2026-09-08T18:26:58.710+00:00,shape
Regal Gecko,56,3,0,6,1672,2026-09-08T18:27:00.607+00:00,shape
Regal Gecko,57,6,8,6,2403,2026-09-08T18:27:03.237+00:00,shape
Regal Gecko,58,7,3,3,2150,2026-09-08T18:27:05.626+00:00,shape
Regal Gecko,59,6,1,2,2101,2026-09-08T18:27:07.952+00:00,shape
Regal Gecko,60,4,8,1,2392,2026-09-08T18:27:10.588+00:00,shape
Regal Gecko,61,8,9,6,1634,2026-09-08T18:27:12.445+00:00,shape
Regal Gecko,62,2,5,4,1526,2026-09-08T18:27:14.195+00:00,shape
Regal Gecko,63,6,4,2,1587,2026-09-08T18:27:16.010+00:00,shape
Regal Gecko,64,1,4,3,1709,2026-09-08T18:27:17.943+00:00,shape
Regal Gecko,65,5,2,2,1945,2026-09-08T18:27:20.117+00:00,shape
Regal Gecko,66,6,9,5,1525,2026-09-08T18:27:21.878+00:00,shape
Regal Gecko,67,1,2,1,2006,2026-09-08T18:27:24.104+00:00,shape
Regal Gecko,68,0,8,6,1999,2026-09-08T18:27:26.338+00:00,shape
Regal Gecko,69,0,1,1,1466,2026-09-08T18:27:28.019+00:00,shape
Regal Gecko,70,2,4,3,1737,2026-09-08T18:27:29.987+00:00,shape
Regal Gecko,71,6,2,3,1618,2026-09-08T18:27:31.836+00:00,shape
