name,trial,a,b,rating,rt_ms,ts,strategy
Fancy Falcon,57,0,4,4,1193,2026-09-08T18:28:24.780+00:00,mixed
Fancy Falcon,58,1,6,3,944,2026-09-08T18:28:25.946+00:00,mixed
Fancy Falcon,59,7,4,5,2059,2026-09-08T18:28:28.228+00:00,mixed
Fancy Falcon,60,4,1,5,2195,2026-09-08T18:28:30.646+00:00,mixed
Fancy Falcon,61,6,2,4,1810,2026-09-08T18:28:32.678+00:00,mixed
Fancy Falcon,62,9,7,6,1278,2026-09-08T18:28:34.179+00:00,mixed
Fancy Falcon,63,8,3,3,1743,2026-09-08T18:28:36.148+00:00,mixed
Fancy Falcon,64,8,9,7,1044,2026-09-08T18:28:37.412+00:00,mixed
Fancy Falcon,65,4,6,5,2278,2026-09-08T18:28:39.917+00:00,mixed
Fancy Falcon,66,4,9,3,1376,2026-09-08T18:28:41.511+00:00,mixed
Fancy Falcon,67,2,1,7,1212,2026-09-08T18:28:42.945+00:00,mixed
Fancy Falcon,68,6,9,5,1228,2026-09-08T18:28:44.421+00:00,mixed
Fancy Falcon,69,1,2,7,1261,2026-09-08T18:28:45.880+00:00,mixed
Fancy Falcon,70,5,7,5,1911,2026-09-08T18:28:48.086+00:00,mixed
Fancy Falcon,71,6,5,6,1228,2026-09-08T18:28:49.463+00:00,mixed
Fancy Falcon,72,2,4,5,2194,2026-09-08T18:28:51.882+00:00,mixed
Fancy Falcon,73,5,8,4,4860,2026-09-08T18:28:57.007+00:00,mixed
Fancy Falcon,74,4,3,7,1978,2026-09-08T18:28:59.168+00:00,mixed
Fancy Falcon,75,3,2,7,940,2026-09-08T18:29:00.327+00:00,mixed
Fancy Falcon,76,4,5,7,828,2026-09-08T18:29:01.382+00:00,mixed
Fancy Falcon,77,7,8,6,1043,2026-09-08T18:29:02.647+00:00,mixed
Fancy Falcon,78,9,2,2,1994,2026-09-08T18:29:04.867+00:00,mixed
Fancy Falcon,79,0,5,4,1160,2026-09-08T18:29:06.244+00:00,mixed
Fancy Falcon,80,1,9,2,1112,2026-09-08T18:29:07.583+00:00,mixed
Fancy Falcon,81,5,2,5,2094,2026-09-08T18:29:09.896+00:00,mixed
Fancy Falcon,82,4,2,6,1361,2026-09-08T18:29:11.481+00:00,mixed
Fancy Falcon,83,0,7,2,2193,2026-09-08T18:29:13.897+00:00,mixed
Fancy Falcon,84,7,3,4,1712,2026-09-08T18:29:15.885+00:00,mixed
Fancy Falcon,85,1,5,3,1061,2026-09-08T18:29:17.113+00:00,mixed
Fancy Falcon,86,4,7,4,1427,2026-09-08T18:29:18.763+00:00,mixed
Fancy Falcon,87,6,8,5,1044,2026-09-08T18:29:20.081+00:00,mixed
Fancy Falcon,88,3,8,3,1177,2026-09-08T18:29:21.429+00:00,mixed
Fancy Falcon,89,9,4,2,1278,2026-09-08T18:29:22.928+00:00,mixed
Fancy Falcon,90,8,1,1,1044,2026-09-08T18:29:24.286+00:00,mixed
Fancy Weasel,1,4,1,3,4472,2026-09-08T18:24:58.680+00:00,mixed
Fancy Weasel,2,4,0,5,2342,2026-09-08T18:25:01.304+00:00,mixed
Fancy Weasel,3,7,8,6,1547,2026-09-08T18:25:02.924+00:00,mixed
Fancy Weasel,4,2,8,3,5870,2026-09-08T18:25:09.004+00:00,mixed
Fancy Weasel,5,2,4,2,2416,2026-09-08T18:25:11.791+00:00,mixed
Fancy Weasel,6,6,4,2,2654,2026-09-08T18:25:14.912+00:00,mixed
Fancy Weasel,7,0,1,6,5552,2026-09-08T18:25:20.296+00:00,mixed
Fancy Weasel,8,0,6,3,2398,2026-09-08T18:25:23.053+00:00,mixed
Fancy Weasel,9,0,2,5,2748,2026-09-08T18:25:25.902+00:00,mixed
Fancy Weasel,10,5,6,5,5282,2026-09-08T18:25:31.446+00:00,mixed
Fancy Weasel,11,1,2,5,1660,2026-09-08T18:25:33.277+00:00,mixed
Fancy Weasel,12,4,8,5,3114,2026-09-08T18:25:36.692+00:00,mixed
Fancy Weasel,13,9,4,3,1968,2026-09-08T18:25:38.836+00:00,mixed
Fancy Weasel,14,2,9,2,2549,2026-09-08T18:25:41.654+00:00,mixed
Fancy Weasel,15,3,5,3,2265,2026-09-08T18:25:44.078+00:00,mixed
Fancy Weasel,16,6,2,2,1772,2026-09-08T18:25:46.128+00:00,mixed
Fancy Weasel,17,1,9,1,1744,2026-09-08T18:25:48.093+00:00,mixed
Fancy Weasel,18,6,5,3,8549,2026-09-08T18:25:56.823+00:00,mixed
Fancy Weasel,19,7,0,1,1628,2026-09-08T18:25:58.710+00:00,mixed
Fancy Weasel,20,2,3,6,1945,2026-09-08T18:26:00.864+00:00,mixed
Fancy Weasel,21,0,4,3,2104,2026-09-08T18:26:03.151+00:00,mixed
Fancy Weasel,22,2,1,6,3582,2026-09-08T18:26:07.103+00:00,mixed
Fancy Weasel,23,7,5,4,3734,2026-09-08T18:26:10.912+00:00,mixed
Fancy Weasel,24,5,9,4,2096,2026-09-08T18:26:13.391+00:00,mixed
Fancy Weasel,25,3,8,2,1794,2026-09-08T18:26:15.251+00:00,mixed
Fancy Weasel,26,2,7,2,1517,2026-09-08T18:26:17.110+00:00,mixed
Fancy Weasel,27,6,3,5,1719,2026-09-08T18:26:18.935+00:00,mixed
Fancy Weasel,28,8,0,1,3125,2026-09-08T18:26:22.363+00:00,mixed
Fancy Weasel,29,7,1,1,2630,2026-09-08T18:26:25.157+00:00,mixed
Fancy Weasel,30,0,5,1,1191,2026-09-08T18:26:26.759+00:00,mixed
Fancy Weasel,31,7,9,5,2368,2026-09-08T18:26:29.172+00:00,mixed
Fancy Weasel,32,4,5,6,1890,2026-09-08T18:26:31.275+00:00,mixed
Fancy Weasel,33,1,6,3,1866,2026-09-08T18:26:33.368+00:00,mixed
Fancy Weasel,34,0,7,1,1889,2026-09-08T18:26:35.462+00:00,mixed
Fancy Weasel,35,6,9,1,237,2026-09-08T18:26:35.988+00:00,mixed
Fancy Weasel,36,3,7,4,3502,2026-09-08T18:26:39.661+00:00,mixed
Fancy Weasel,37,3,9,2,1772,2026-09-08T18:26:41.706+00:00,mixed
Fancy Weasel,38,4,7,2,6245,2026-09-08T18:26:48.112+00:00,mixed
Fancy Weasel,39,7,3,2,1150,2026-09-08T18:26:49.618+00:00,mixed
Fancy Weasel,40,6,7,5,9534,2026-09-08T18:26:59.240+00:00,mixed
Fancy Weasel,41,4,3,5,1015,2026-09-08T18:27:00.478+00:00,mixed
Fancy Weasel,42,0,3,3,3439,2026-09-08T18:27:04.258+00:00,mixed
Fancy Weasel,43,1,8,2,2262,2026-09-08T18:27:06.650+00:00,mixed
Fancy Weasel,44,8,4,5,2480,2026-09-08T18:27:09.329+00:00,mixed
Fancy Weasel,45,6,1,2,2844,2026-09-08T18:27:12.398+00:00,mixed
Fancy Weasel,46,4,2,5,1778,2026-09-08T18:27:14.404+00:00,mixed
Fancy Weasel,47,4,9,3,1939,2026-09-08T18:27:16.571+00:00,mixed
Fancy Weasel,48,5,2,1,1827,2026-09-08T18:27:18.613+00:00,mixed
Fancy Weasel,49,7,6,5,4624,2026-09-08T18:27:23.530+00:00,mixed
Fancy Weasel,50,5,3,3,1430,2026-09-08T18:27:25.239+00:00,mixed
Fancy Weasel,51,7,4,4,2685,2026-09-08T18:27:28.024+00:00,mixed
Fancy Weasel,52,6,8,5,2160,2026-09-08T18:27:30.527+00:00,mixed
Fancy Weasel,53,8,3,2,1525,2026-09-08T18:27:32.151+00:00,mixed
Fancy Weasel,54,9,5,3,2351,2026-09-08T18:27:34.726+00:00,mixed
Fancy Weasel,55,2,6,1,5688,2026-09-08T18:27:40.679+00:00,mixed
Fancy Weasel,56,6,0,1,922,2026-09-08T18:27:41.816+00:00,mixed
Fancy Weasel,57,3,0,1,1175,2026-09-08T18:27:43.180+00:00,mixed
Fancy Weasel,58,8,2,2,2550,2026-09-08T18:27:45.952+00:00,mixed
Fancy Weasel,59,2,5,2,1152,2026-09-08T18:27:47.327+00:00,mixed
Fancy Weasel,60,7,2,2,1614,2026-09-08T18:27:49.168+00:00,mixed
Fancy Weasel,61,5,0,2,864,2026-09-08T18:27:50.406+00:00,mixed
Fancy Weasel,62,8,9,6,2168,2026-09-08T18:27:52.644+00:00,mixed
Fancy Weasel,63,9,2,2,4232,2026-09-08T18:27:57.467+00:00,mixed
Fancy Weasel,64,9,7,5,2653,2026-09-08T18:27:59.975+00:00,mixed
Fancy Weasel,65,9,6,4,1264,2026-09-08T18:28:01.478+00:00,mixed
Fancy Weasel,66,0,9,1,2096,2026-09-08T18:28:03.800+00:00,mixed
Fancy Weasel,67,3,1,5,5386,2026-09-08T18:28:09.402+00:00,mixed
Fancy Weasel,68,5,1,3,1539,2026-09-08T18:28:11.164+00:00,mixed
Fancy Weasel,69,1,3,5,1240,2026-09-08T18:28:12.616+00:00,mixed
Fancy Weasel,70,3,2,6,2073,2026-09-08T18:28:15.302+00:00,mixed
Fancy Weasel,71,1,5,3,1747,2026-09-08T18:28:16.883+00:00,mixed
Fancy Weasel,72,5,4,6,1954,2026-09-08T18:28:19.122+00:00,mixed
Fancy Weasel,73,9,3,5,3344,2026-09-08T18:28:22.633+00:00,mixed
Fancy Weasel,74,0,8,1,1859,2026-09-08T18:28:24.731+00:00,mixed
Fancy Weasel,75,2,0,1,1182,2026-09-08T18:28:26.142+00:00,mixed
Fancy Weasel,76,5,8,3,3863,2026-09-08T18:28:30.311+00:00,mixed
Fancy Weasel,77,9,8,6,1651,2026-09-08T18:28:32.088+00:00,mixed
Fancy Weasel,78,8,1,2,1939,2026-09-08T18:28:34.242+00:00,mixed
Fancy Weasel,79,5,7,5,2963,2026-09-08T18:28:37.427+00:00,mixed
Fancy Weasel,80,8,5,3,1603,2026-09-08T18:28:39.251+00:00,mixed
Fancy Weasel,81,9,0,1,2510,2026-09-08T18:28:42.050+00:00,mixed
Fancy Weasel,82,1,7,2,2033,2026-09-08T18:28:44.292+00:00,mixed
Fancy Weasel,83,1,0,6,1914,2026-09-08T18:28:46.524+00:00,mixed
Fancy Weasel,84,8,7,6,2406,2026-09-08T18:28:49.146+00:00,mixed
Fancy Weasel,85,4,6,5,1668,2026-09-08T18:28:50.961+00:00,mixed
Fancy Weasel,86,3,6,5,1572,2026-09-08T18:28:52.814+00:00,mixed
Fancy Weasel,87,1,4,3,4352,2026-09-08T18:28:57.299+00:00,mixed
Fancy Weasel,88,3,4,6,2551,2026-09-08T18:29:00.404+00:00,mixed
Fancy Weasel,89,9,1,5,2676,2026-09-08T18:29:02.944+00:00,mixed
Fancy Weasel,90,8,6,3,3600,2026-09-08T18:29:06.765+00:00,mixed
Glossy Sparrow,1,1,7,3,3898,2026-09-08T18:25:33.541+00:00,mixed
Glossy Sparrow,2,5,3,5,4759,2026-09-08T18:25:38.513+00:00,mixed
Glossy Sparrow,3,8,0,2,2612,2026-09-08T18:25:41.396+00:00,mixed
Glossy Sparrow,4,4,3,7,6094,2026-09-08T18:25:47.687+00:00,mixed
Glossy Sparrow,5,4,0,3,5427,2026-09-08T18:25:53.367+00:00,mixed
Glossy Sparrow,6,6,7,6,1545,2026-09-08T18:25:55.081+00:00,mixed
Glossy Sparrow,7,2,4,6,1911,2026-09-08T18:25:57.215+00:00,mixed
Glossy Sparrow,8,9,6,3,4427,2026-09-08T18:26:01.865+00:00,mixed
Glossy Sparrow,9,6,3,5,4203,2026-09-08T18:26:06.295+00:00,mixed
Glossy Sparrow,10,1,0,2,12616,2026-09-08T18:26:19.150+00:00,mixed
Glossy Sparrow,11,5,9,3,4110,2026-09-08T18:26:23.468+00:00,mixed
Glossy Sparrow,12,0,2,2,3711,2026-09-08T18:26:27.398+00:00,mixed
Glossy Sparrow,13,0,1,2,1177,2026-09-08T18:26:28.796+00:00,mixed
Glossy Sparrow,14,5,4,6,3013,2026-09-08T18:26:32.032+00:00,mixed
Glossy Sparrow,15,7,3,3,2271,2026-09-08T18:26:34.527+00:00,mixed
Glossy Sparrow,16,8,7,7,2300,2026-09-08T18:26:37.048+00:00,mixed
Glossy Sparrow,17,6,5,7,1345,2026-09-08T18:26:38.615+00:00,mixed
Glossy Sparrow,18,2,7,3,5710,2026-09-08T18:26:44.545+00:00,mixed
Glossy Sparrow,19,6,1,3,2630,2026-09-08T18:26:47.462+00:00,mixed
Glossy Sparrow,20,9,2,2,4744,2026-09-08T18:26:52.365+00:00,mixed
Glossy Sparrow,21,1,9,1,2959,2026-09-08T18:26:55.550+00:00,mixed
Glossy Sparrow,22,4,9,3,2727,2026-09-08T18:26:58.497+00:00,mixed
Glossy Sparrow,23,6,4,5,2244,2026-09-08T18:27:00.964+00:00,mixed
Glossy Sparrow,24,3,5,5,1711,2026-09-08T18:27:02.896+00:00,mixed
Glossy Sparrow,25,9,4,3,3979,2026-09-08T18:27:07.100+00:00,mixed
Glossy Sparrow,26,8,2,2,1461,2026-09-08T18:27:08.781+00:00,mixed
Glossy Sparrow,27,7,0,1,2510,2026-09-08T18:27:11.593+00:00,mixed
Glossy Sparrow,28,9,1,1,2230,2026-09-08T18:27:13.967+00:00,mixed
Glossy Sparrow,29,4,7,2,1723,2026-09-08T18:27:15.916+00:00,mixed
Glossy Sparrow,30,2,0,2,2645,2026-09-08T18:27:18.782+00:00,mixed
Glossy Sparrow,31,8,1,2,2111,2026-09-08T18:27:21.115+00:00,mixed
Glossy Sparrow,32,8,6,5,2627,2026-09-08T18:27:23.965+00:00,mixed
Glossy Sparrow,33,9,7,5,2344,2026-09-08T18:27:26.530+00:00,mixed
Glossy Sparrow,34,6,9,4,5063,2026-09-08T18:27:31.816+00:00,mixed
Glossy Sparrow,35,6,8,5,2344,2026-09-08T18:27:34.381+00:00,mixed
Glossy Sparrow,36,3,6,4,2660,2026-09-08T18:27:37.294+00:00,mixed
Glossy Sparrow,37,8,5,4,3694,2026-09-08T18:27:41.180+00:00,mixed
Glossy Sparrow,38,7,4,3,3044,2026-09-08T18:27:44.449+00:00,mixed
Glossy Sparrow,39,9,0,1,1262,2026-09-08T18:27:45.934+00:00,mixed
Glossy Sparrow,40,1,4,5,2344,2026-09-08T18:27:48.500+00:00,mixed
Glossy Sparrow,41,4,1,5,1644,2026-09-08T18:27:50.393+00:00,mixed
Glossy Sparrow,42,5,2,5,4292,2026-09-08T18:27:54.881+00:00,mixed
Glossy Sparrow,43,1,8,2,1261,2026-09-08T18:27:56.368+00:00,mixed
Glossy Sparrow,44,0,8,1,1094,2026-09-08T18:27:57.733+00:00,mixed
Glossy Sparrow,45,6,0,2,2494,2026-09-08T18:28:00.398+00:00,mixed
Glossy Sparrow,46,1,2,6,2061,2026-09-08T18:28:02.680+00:00,mixed
Glossy Sparrow,47,7,6,6,1928,2026-09-08T18:28:04.830+00:00,mixed
Glossy Sparrow,48,7,2,6,2644,2026-09-08T18:28:07.703+00:00,mixed
Glossy Sparrow,49,2,8,2,4494,2026-09-08T18:28:12.428+00:00,mixed
Glossy Sparrow,50,0,5,2,3012,2026-09-08T18:28:15.647+00:00,mixed
Glossy Sparrow,51,0,6,2,894,2026-09-08T18:28:16.765+00:00,mixed
Glossy Sparrow,52,7,1,2,2794,2026-09-08T18:28:19.781+00:00,mixed
Glossy Sparrow,53,4,5,7,3544,2026-09-08T18:28:23.548+00:00,mixed
Glossy Sparrow,54,2,5,5,2128,2026-09-08T18:28:25.897+00:00,mixed
Glossy Sparrow,55,9,5,3,2811,2026-09-08T18:28:28.932+00:00,mixed
Glossy Sparrow,56,6,2,3,1995,2026-09-08T18:28:31.147+00:00,mixed
Glossy Sparrow,57,0,9,1,1209,2026-09-08T18:28:32.580+00:00,mixed
Glossy Sparrow,58,5,1,3,1228,2026-09-08T18:28:34.031+00:00,mixed
Glossy Sparrow,59,5,8,4,2194,2026-09-08T18:28:36.449+00:00,mixed
Glossy Sparrow,60,0,4,2,1311,2026-09-08T18:28:37.980+00:00,mixed
Glossy Sparrow,61,1,6,2,3894,2026-09-08T18:28:42.098+00:00,mixed
Glossy Sparrow,62,8,3,2,1044,2026-09-08T18:28:43.373+00:00,mixed
Glossy Sparrow,63,4,8,3,3042,2026-09-08T18:28:46.630+00:00,mixed
Glossy Sparrow,64,4,2,6,2795,2026-09-08T18:28:49.665+00:00,mixed
Glossy Sparrow,65,0,7,1,2344,2026-09-08T18:28:52.279+00:00,mixed
Glossy Sparrow,66,3,0,2,1128,2026-09-08T18:28:53.564+00:00,mixed
Glossy Sparrow,67,8,4,3,2193,2026-09-08T18:28:55.982+00:00,mixed
Glossy Sparrow,68,0,3,2,1645,2026-09-08T18:28:57.848+00:00,mixed
Glossy Sparrow,69,3,2,6,3310,2026-09-08T18:29:01.381+00:00,mixed
Glossy Sparrow,70,7,8,6,2029,2026-09-08T18:29:03.632+00:00,mixed
Glossy Sparrow,71,2,3,7,1778,2026-09-08T18:29:05.637+00:00,mixed
Glossy Sparrow,72,5,7,5,2263,2026-09-08T18:29:08.115+00:00,mixed
Glossy Sparrow,73,4,6,5,976,2026-09-08T18:29:09.314+00:00,mixed
Glossy Sparrow,74,5,0,2,1544,2026-09-08T18:29:11.157+00:00,mixed
Glossy Sparrow,75,9,3,2,2793,2026-09-08T18:29:14.097+00:00,mixed
Glossy Sparrow,76,2,6,2,1360,2026-09-08T18:29:15.679+00:00,mixed
Glossy Sparrow,77,9,8,7,2812,2026-09-08T18:29:18.716+00:00,mixed
Glossy Sparrow,78,2,1,7,1245,2026-09-08T18:29:20.178+00:00,mixed
Glossy Sparrow,79,3,8,2,1911,2026-09-08T18:29:22.313+00:00,mixed
Glossy Sparrow,80,8,9,7,1662,2026-09-08T18:29:24.280+00:00,mixed
Glossy Sparrow,81,1,3,6,1377,2026-09-08T18:29:25.843+00:00,mixed
Glossy Sparrow,82,3,7,3,1078,2026-09-08T18:29:27.134+00:00,mixed
Glossy Sparrow,83,3,9,2,1577,2026-09-08T18:29:28.898+00:00,mixed
Glossy Sparrow,84,1,5,5,2278,2026-09-08T18:29:31.397+00:00,mixed
Glossy Sparrow,85,2,9,2,2570,2026-09-08T18:29:34.228+00:00,mixed
Glossy Sparrow,86,7,9,6,2601,2026-09-08T18:29:37.015+00:00,mixed
Glossy Sparrow,87,3,1,6,1212,2026-09-08T18:29:38.451+00:00,mixed
Glossy Sparrow,88,5,6,7,1561,2026-09-08T18:29:40.231+00:00,mixed
Glossy Sparrow,89,3,4,7,976,2026-09-08T18:29:41.445+00:00,mixed
Glossy Sparrow,90,7,5,5,2961,2026-09-08T18:29:44.614+00:00,mixed
Hopeful Toucan,1,5,6,5,1458,2026-09-08T18:25:01.448+00:00,shape
Hopeful Toucan,2,1,9,2,1891,2026-09-08T18:25:03.545+00:00,shape
Hopeful Toucan,3,0,1,2,1575,2026-09-08T18:25:05.344+00:00,shape
Hopeful Toucan,4,8,0,5,2194,2026-09-08T18:25:07.768+00:00,shape
Hopeful Toucan,5,0,8,5,1776,2026-09-08T18:25:09.758+00:00,shape
Hopeful Toucan,6,7,1,6,2811,2026-09-08T18:25:12.836+00:00,shape
Hopeful Toucan,7,9,2,3,3676,2026-09-08T18:25:16.764+00:00,shape
Hopeful Toucan,8,2,4,2,2606,2026-09-08T18:25:19.537+00:00,shape
Hopeful Toucan,9,2,9,3,1188,2026-09-08T18:25:20.966+00:00,shape
Hopeful Toucan,10,0,6,5,2528,2026-09-08T18:25:23.706+00:00,shape
Hopeful Toucan,11,4,6,2,2026,2026-09-08T18:25:25.941+00:00,shape
Hopeful Toucan,12,3,4,1,1329,2026-09-08T18:25:27.507+00:00,shape
Hopeful Toucan,13,8,4,1,3846,2026-09-08T18:25:31.584+00:00,shape
Hopeful Toucan,14,1,3,2,2353,2026-09-08T18:25:34.145+00:00,shape
Hopeful Toucan,15,7,8,2,1843,2026-09-08T18:25:36.211+00:00,shape
Hopeful Toucan,16,4,2,2,1943,2026-09-08T18:25:38.379+00:00,shape
Hopeful Toucan,17,3,0,1,1645,2026-09-08T18:25:40.358+00:00,shape
Hopeful Toucan,18,9,4,4,3675,2026-09-08T18:25:44.148+00:00,shape
Hopeful Toucan,19,1,8,1,2725,2026-09-08T18:25:47.175+00:00,shape
Hopeful Toucan,20,7,4,2,1827,2026-09-08T18:25:49.148+00:00,shape
Hopeful Toucan,21,1,7,6,1910,2026-09-08T18:25:51.369+00:00,shape
Hopeful Toucan,22,9,8,3,3276,2026-09-08T18:25:54.776+00:00,shape
Hopeful Toucan,23,6,9,6,1677,2026-09-08T18:25:56.678+00:00,shape
Hopeful Toucan,24,4,9,4,3878,2026-09-08T18:26:00.807+00:00,shape
Hopeful Toucan,25,0,5,2,1476,2026-09-08T18:26:02.479+00:00,shape
Hopeful Toucan,26,5,8,2,1594,2026-09-08T18:26:04.294+00:00,shape
Hopeful Toucan,27,9,6,6,1593,2026-09-08T18:26:06.111+00:00,shape
Hopeful Toucan,28,5,9,2,1294,2026-09-08T18:26:07.625+00:00,shape
Hopeful Toucan,29,2,5,1,1678,2026-09-08T18:26:09.527+00:00,shape
Hopeful Toucan,30,6,5,4,3744,2026-09-08T18:26:13.495+00:00,shape
Hopeful Toucan,31,2,8,3,2025,2026-09-08T18:26:15.742+00:00,shape
Hopeful Toucan,32,1,0,2,1693,2026-09-08T18:26:17.664+00:00,shape
Hopeful Toucan,33,6,3,3,1526,2026-09-08T18:26:19.407+00:00,shape
Hopeful Toucan,34,5,3,2,1678,2026-09-08T18:26:21.313+00:00,shape
Hopeful Toucan,35,3,2,2,1894,2026-09-08T18:26:23.434+00:00,shape
Hopeful Toucan,36,4,7,1,1689,2026-09-08T18:26:25.345+00:00,shape
Hopeful Toucan,37,7,5,1,1227,2026-09-08T18:26:26.794+00:00,shape
Hopeful Toucan,38,7,3,1,1044,2026-09-08T18:26:28.072+00:00,shape
Hopeful Toucan,39,5,4,2,1477,2026-09-08T18:26:29.762+00:00,shape
Hopeful Toucan,40,9,1,2,628,2026-09-08T18:26:30.686+00:00,shape
Hopeful Toucan,41,6,0,1,610,2026-09-08T18:26:31.446+00:00,shape
Hopeful Toucan,42,5,0,1,1642,2026-09-08T18:26:33.314+00:00,shape
Hopeful Toucan,43,3,8,3,1344,2026-09-08T18:26:34.883+00:00,shape
Hopeful Toucan,44,8,1,2,2526,2026-09-08T18:26:37.629+00:00,shape
Hopeful Toucan,45,2,0,2,3494,2026-09-08T18:26:41.343+00:00,shape
Hopeful Toucan,46,6,2,2,1693,2026-09-08T18:26:43.270+00:00,shape
Hopeful Toucan,47,2,7,4,2012,2026-09-08T18:26:45.494+00:00,shape
Hopeful Toucan,48,0,7,1,1209,2026-09-08T18:26:47.067+00:00,shape
Hopeful Toucan,49,3,7,1,1328,2026-09-08T18:26:48.515+00:00,shape
Hopeful Toucan,50,7,2,4,1361,2026-09-08T18:26:50.093+00:00,shape
Hopeful Toucan,51,1,4,2,5495,2026-09-08T18:26:55.874+00:00,shape
Hopeful Toucan,52,0,3,1,1555,2026-09-08T18:26:57.575+00:00,shape
Hopeful Toucan,53,4,3,1,1426,2026-09-08T18:26:59.213+00:00,shape
Hopeful Toucan,54,4,1,1,759,2026-09-08T18:27:00.253+00:00,shape
Hopeful Toucan,55,0,9,5,2411,2026-09-08T18:27:02.874+00:00,shape
Hopeful Toucan,56,3,5,2,2412,2026-09-08T18:27:05.459+00:00,shape
Hopeful Toucan,57,5,7,2,1142,2026-09-08T18:27:06.883+00:00,shape
Hopeful Toucan,58,6,1,2,1411,2026-09-08T18:27:08.460+00:00,shape
Hopeful Toucan,59,3,6,4,2677,2026-09-08T18:27:11.369+00:00,shape
Hopeful Toucan,60,8,3,3,2627,2026-09-08T18:27:14.280+00:00,shape
Hopeful Toucan,61,7,6,3,4016,2026-09-08T18:27:18.477+00:00,shape
Hopeful Toucan,62,5,1,2,1874,2026-09-08T18:27:20.576+00:00,shape
Hopeful Toucan,63,8,7,2,1240,2026-09-08T18:27:22.084+00:00,shape
Hopeful Toucan,64,9,7,2,1592,2026-09-08T18:27:23.845+00:00,shape
Hopeful Toucan,65,1,6,1,1476,2026-09-08T18:27:25.546+00:00,shape
Hopeful Toucan,66,9,5,4,1826,2026-09-08T18:27:27.600+00:00,shape
Hopeful Toucan,67,6,4,3,1826,2026-09-08T18:27:29.649+00:00,shape
Hopeful Toucan,68,4,8,3,1760,2026-09-08T18:27:31.629+00:00,shape
Hopeful Toucan,69,7,9,2,1658,2026-09-08T18:27:33.508+00:00,shape
Hopeful Toucan,70,2,3,2,1111,2026-09-08T18:27:34.844+00:00,shape
Hopeful Toucan,71,0,2,2,1608,2026-09-08T18:27:36.767+00:00,shape
Hopeful Toucan,72,8,9,3,1470,2026-09-08T18:27:38.380+00:00,shape
Hopeful Toucan,73,2,1,2,1758,2026-09-08T18:27:40.443+00:00,shape
Hopeful Toucan,74,6,7,4,2328,2026-09-08T18:27:42.908+00:00,shape
Hopeful Toucan,75,0,4,2,1210,2026-09-08T18:27:44.342+00:00,shape
Hopeful Toucan,76,1,2,2,1911,2026-09-08T18:27:46.475+00:00,shape
Hopeful Toucan,77,6,8,4,1627,2026-09-08T18:27:48.329+00:00,shape
Hopeful Toucan,78,1,5,1,2760,2026-09-08T18:27:51.307+00:00,shape
Hopeful Toucan,79,8,6,4,1810,2026-09-08T18:27:53.344+00:00,shape
Hopeful Toucan,80,8,5,3,1343,2026-09-08T18:27:54.907+00:00,shape
Hopeful Toucan,81,8,2,2,1594,2026-09-08T18:27:56.724+00:00,shape
Hopeful Toucan,82,2,6,3,1677,2026-09-08T18:27:58.625+00:00,shape
Hopeful Toucan,83,4,5,2,1459,2026-09-08T18:28:00.364+00:00,shape
Hopeful Toucan,84,5,2,2,1544,2026-09-08T18:28:02.075+00:00,shape
Hopeful Toucan,85,3,9,2,1410,2026-09-08T18:28:03.708+00:00,shape
Hopeful Toucan,86,9,0,5,1976,2026-09-08T18:28:05.907+00:00,shape
Hopeful Toucan,87,4,0,2,1277,2026-09-08T18:28:07.407+00:00,shape
Hopeful Toucan,88,7,0,1,1428,2026-09-08T18:28:09.059+00:00,shape
Hopeful Toucan,89,9,3,3,2509,2026-09-08T18:28:11.791+00:00,shape
Hopeful Toucan,90,3,1,2,1294,2026-09-08T18:28:13.308+00:00,shape
Humble Dolphin,1,3,5,4,2445,2026-09-08T18:25:15.513+00:00,shape
Humble Dolphin,2,1,4,2,1601,2026-09-08T18:25:17.335+00:00,shape
Humble Dolphin,3,6,8,5,1265,2026-09-08T18:25:18.888+00:00,shape
Humble Dolphin,4,2,1,2,1825,2026-09-08T18:25:20.871+00:00,shape
Humble Dolphin,5,2,0,2,1394,2026-09-08T18:25:22.552+00:00,shape
Humble Dolphin,6,8,4,2,3344,2026-09-08T18:25:26.054+00:00,shape
Humble Dolphin,7,2,4,2,984,2026-09-08T18:25:27.278+00:00,shape
Humble Dolphin,8,1,7,1,1660,2026-09-08T18:25:29.145+00:00,shape
Humble Dolphin,9,5,4,4,2786,2026-09-08T18:25:32.154+00:00,shape
Humble Dolphin,10,9,8,6,1902,2026-09-08T18:25:34.278+00:00,shape
Humble Dolphin,11,7,4,3,1415,2026-09-08T18:25:35.917+00:00,shape
Humble Dolphin,12,3,2,3,1736,2026-09-08T18:25:37.875+00:00,shape
Humble Dolphin,13,6,7,2,3530,2026-09-08T18:25:41.628+00:00,shape
Humble Dolphin,14,8,6,4,2557,2026-09-08T18:25:44.408+00:00,shape
Humble Dolphin,15,2,8,3,1984,2026-09-08T18:25:46.674+00:00,shape
Humble Dolphin,16,9,0,3,214,2026-09-08T18:25:47.050+00:00,shape
Humble Dolphin,17,1,5,3,2942,2026-09-08T18:25:50.217+00:00,shape
Humble Dolphin,18,0,7,2,5330,2026-09-08T18:25:55.770+00:00,shape
Humble Dolphin,19,3,1,5,6735,2026-09-08T18:26:02.729+00:00,shape
